question_id,question,answer_0,answer_1,answer_2,correct_answer
14850,У кого прямоугольный зрачок?,Тюлень,Жираф,Осминог,2
14851,Какое количество зубов есть у тигра,30,31,28,0
14852,Кто из этих личностей страдал от бокового амиатрофического склероза?,Стив Возняк,Стивен Кинг,Стивен Хокинг,2
14854,Сколько глаз у пчелы?,Три,Два,Пять,2
14856,Какое из этих слов не обозначает никакой материальной субстанции?,Резон,Бизон,Озон,0
14858,На какой из этих автомобилей ездил Даниэль в фильме Такси 2,Peugeot 407,Peugeot 607,Peugeot 406,2
14859,В каком реалити шоу говорят и мы счастливы ?,Песни,Дом 2,Холостяк,1
14860,Какая фамилия у Певицы Максим,Абросимова,Нигматуллина,Петрова,0
14862,В какой стране правило около двух десятков королей с одинаковыми именами,Во Франции 18 Людовиков,Англия,Германия,0
14863,Когда умерда известная душишубка Дарья Салтыкова ?,11 июня 1809,27 декабря 1801,7 февраля 1804,1
14864,Какую из этих фраз говорил комисар Жибер,Приветствую вас,Konnichi wa,Салам алейкум,1
14867,Какой язык для большей части населения Земли является родным?,Русский,Китайский,Английский,1
14869,Кто не снимался в сериале Полицейский с рублевки?,Ростислав Гулбис,Егор Клинаев,Софья Каштанова,1
14870,"Сколько лет должно быть человеку, по словам Маяковского, когда он начинает работать?",17,18,21,0
14871,Сколько лет покоя нужно было П. А. Столыпину для реформирования России?,15,10,20,2
14872,В каком году впервые в России (во времена империи) отметили 1 мая?,1895,1890,1856,1
14875,"Почему Ленин ходил в ботинках,а Сталин в сапогах?",По земле,"...,",.....,0
14876,Когда отмечается День единения народов Беларуси и России?,15 марта,14 февраля,2 апреля,2
14877,"С помощью какой методики,известный винный критик Лука Марони оценивает вина?",Вкусовой,Математической,Орифметической,1
14880,Москву раньше называли белокаменной. А какой город называли чёрным?,Чернигов,Казань,Санкт-Петербург,0
14882,Кем является животное с названием Тасманский дьявол?,Сумчатым,Птицей,Водоплавающим,0
14883,По греческой мифологии сколько было титанов и титанид,5,6 титанов и 6 титанид,5,1
14885,Сколько городов в Башкирии?,21,11,27,0
14886,Какой русский полководец сжег Москву чтобы отвести Наполеона от города?,Кутузов,Суворов,Лазарев,0
14888,Как называются японские комиксы?,Манга,Аниме,Монго,0
14889,Что из этого является ОРГАНИЧЕСКИМ соединением?,CO2,C2H6,H2CO3,1
14890,Какой самый большой орган у человека?,Кожа,Мозг,Кишечник,0
14891,Как зовут одного из ведущих онлайн-игры Клевер?,Артём Мовчан,Вован Чачан,Марат Арчан,0
14892,Как звучит социально правильное обращение к русскому туристу в Японии?,Иван-Джан,Иван-Оглы,Иван-Сан,2
14893,Как на судне называется помещение где живут матросы?,Квартира,Келья,Кубрик,2
14894,Почему вода в море кажется синей?,Из-за растворенной соли,Из-за водорослей,Вода отражает небо,2
14895,В какой стране находится национальный парк Яла,Французская Гвинея,Кения,Шри-Ланка,2
14896,Что использовали японцы вместо денег до появления монет?,Ракушки,Рис и ткани,Жемчуг,1
14897,Раздел математики Алгебра с арабского языка переводится как :,Умножение,Сложение,Восполнение,2
14899,Где находится яд у кобры?,На кончике языка,На хвосте,В зубе,2
14901,Как называется называется главный босс в мта,Чаки,Энерджайзер,Клешня,1
14903,Что из этого не является разновидностью кофейного дерева?,Робуста,Либерика,Атемойя,2
14904,Единицей измерения радиоактивности служит,Беккерель,Хартри,Гаусс,0
14905,Сколько городов в Российской Федерации?,1112,973,988,0
14906,Какой формы была первая хоккейная шайба?,Треугольная,Квадратная,Круглая,1
14907,Враг Фредди крюгера номер 1,Джейсон Вурхиз,Кожаное лицо,майкл майерс,0
14912,Сколько лет длилась золотой век пиратства,80,75,100,0
14913,Какой десерт относится в   Итальянской кухне.,Чизкей,Крем брюле,пана-кота,2
14914,Чем является помидор с точки зрения ботаники?,Ягода,Фрукт,Овощ,0
14917,Что из перечисленного не относится к семейству Паслёновые?,Помидор,Дурман,Маслина,2
14918,"Вечером я переходил дорогу и увидел зелёного человечка, мое действие дальше",посмеялся,вызвал полицию,пошел дальше,2
14921,Какой актер сыграл  злодея мистера фризе в фильме бэтмен и робин.,Джек Николсон,Арнольд Швецнегер,Томми Ли Джонс,1
14927,В какой из частей пенталогии «Пираты Карибского моря» НЕ снимался Орландо Блум?,2) На странных берегах,1) Проклятье чёрной жемчужины,3) Мертвецы не рассказывают сказки,0
14928,Каком году появился табель о рангах,1722,1721,1720,0
14929,какого цвета сатанинский гриб,Бледно белый,красный,Серый,1
14931,Какая из этих стран официально считается Великим Герцогством?,Люксембург,Великобритания,Нидерланды,0
14932,"Кто был последним президентом, ныне не существующей страны Югославия",Милошевич,Джорджевич,Игнашевич,0
14933,В какой битве погиб адмирал Нахимов и вице адмирал Корнилов,Одессе,Севастополе,Азове,1
14935,Какая из этих комбинаций старшая в покере?,Стрит,Сет,Каре,2
14937,На какой территории в древности жили цыгане,Аляска,Турция,Индия,2
14938,Кого знаменитый рестлер рей мистерио  остриг налысо рестлера 2010 года,Кайн,См панк,Эдди,1
14940,Какой рост у самого высокого человека в мире на 2018 год?,239 см,247 см,251 см,2
14945,Какое из этих небесных тел не является спутником Юпитера?,Титан,Ганимед,Европа,0
14946,28 апреля 1947 года отправился в путешествие норвежский этнограф,Лэнг Эндрю,Дерен Майя,Тур Хейердал,2
14948,Высочайшая вершина Тянь-Шаня-это..?,Эверест,Хан-Тенгри,Пик Победы,2
14949,сколько в арабском словаре букв,11,33,28,2
14950,Какие из этих животных не являются насекомыми?,Уховёртки,Гусеницы,Клещи,2
14951,Какой из вариантов является датой зимнего солнцестояния?,28 февраля,31 января,21 декабря,2
14953,"Как называется сторона прямоугольного треугольника, лежащая против прямого угла?",Гипотенуза,Биссектриса,Гипербола,0
14954,С какими странами граничит Россия?,Афганистан,Швеция,Южная Осетия,2
14956,25 апреля 1965 года в США запатентовали,Подгузники памперс,Светофор,Стрептомицин,0
14957,Кто снял звёздные войны,Швацнегер,Лукас,Ьен Афлик,1
14958,Как звали жену Александра Сергеевича Пушкина?,Татьяна,Наталья,Ольга,1
14961,Где обитает снежный барс?,в горах,в лесу,в пустыне,0
14963,Какая из указанных ниже империй была самой большой в истории человечества?,Британская,Татаро-Монгольская,Российская,0
14965,Сколько квадратов в сумме на шахматной доске?,72,64,58,1
14966,За что Альберт Эйнштейн получил Нобелевскую премию 1921 года?,За открытие второго закона фотоэффекта,За теорию относительности,За объяснение теории броуновского движения,0
14967,В каком фильме Леонид Каневский не снимался?,Следствие ведут знатоки,Гонки по вертикали,Бриллиантовая рука,1
14968,У какой рыбы в белом море после засолки икра зеленого цвета,Керчак,Мойва,Табаку,0
14970,В каком году Юрий Гагарин отправился покорять космос?,1978 г.,1983 г.,1961 г.,2
14971,Как назывантся величина перемещения цели за время от момента выстрела (пуска) до предполагаемого момента встречи с нею снаряда,Размещение цели,Упреждение цели,Повреждение цели,1
14972,В каком городе России аэропорт и сумасшедший дом имеют одно и тоже название ?,Казань,Архангельск,Вологда,1
14974,Сколько пар рёбер у человека?,6,24,12,2
14975,сколько литров бак у Карпаты？,7,3,9,0
14977,Что согласно Рею Бредбери горит при 451 градусе по Фарингейту?,Бумага(книги),Фото,Уголь,0
14979,Какие птицы спасли римлян от галлов,Утки,Курицы,Гуси,2
14980,Кто из этих млекопитающих не относится к семейству куньих?,Кутора,Фретка,Медоед,0
14982,Повесте Булгакова- Роковые яйца какие яйца были в лаборатории для эксперимента красного луча,Куриные,Гусиные,Змеиные,2
14984,Что из перечисленного является столицей Испании?,Мадрид,Валенсия,Барселона,0
14986,"Какой исполнитель электронной музыки использует в своём творчестве образ отшельника, старославянские слова и мотивы,а также балалайку в качестве основного музыкального инструмента  ?",Батюшка Ярополк,Отец Максим,Нейромонах Феофан,2
14987,Сколько золотых мячей получил футбалист Месси??,5,8,7,2
14989,У какой из этих стран флаг не прямоугольной формы?,Непал,Япония,Бермудские острова,0
14990,Какая реформа была у японии во время второй мировой.,Фашизм,Нацизм,Милитаризм,2
14991,Автор аниме Хвост феи,Тайто Кубо,Хиро Масимы,Хаяо Миядзаки,1
14993,Первыми живыми существами в космосе были?,Плодовые мушки дрозофилы,Обезьяны Альберт-1 и Альберт-2,Собаки Дезик и Цыган,0
14996,Что тежелей тонна метала или тона пуха,Одинакавы,Метал,Пух,0
14997,Где в теле человека образуются форменные элементы крови,Костный мозг,Сердце,Печень,0
14999,Во сколько раз масса Луны меньше массы Земли?,181,131,81,2
15000,Сколько раз сборная Бразилии по футболу становилась чемпионом Европы?,0,5,3,0
15002,Какой патриарх крестил Русь,Николай II,Кирилл IV,Филарет,0
15003,Какая из этих звёзд является альфой созвездия Андромеда?,Аламак,Мирах,Альферац,2
15004,Второе гражданство какой страны недавно получил Павел Дуров?,США,Сент-Китс и Невис,Испания,1
15005,Какую из этих звёзд НЕ включает в себя астеризм Волопаса?,Диадема,Муфрид,Неккар,0
15006,"Как называется Лепёшка с помидором, курицой, соусом и сыром внутри?",Пикачу,Шаверма,Кинешма,1
15009,В какой из этих групп наибольшее количество участников,Papa Roach,Limp Bizkit,Linkin Park,2
15010,Какой судебный акт является исполнительным документом,Исполнительный лист,Решение суда,Судебный приказ,2
15011,Сколько звёзд на башнях Московского кремля,5,3,7,0
15013,Откуда родом лидер группы Мумий Тролль Илья Лагутенко?,Красноярск,Владивосток,Москва,2
15021,Кто из данных российских рэперов первым собрал Олимпийский?,Oxxxymiron,Тимати,Баста,2
15022,"Что делает сторож, когда у него на голове сидит воробей?",Спит,Бежит,Сидит,0
15024,В каком городе жил известный литературный герой Карлсон?,Париж,Будапешт,Стокгольм,2
15025,Флаг какой страны не является квадратным?,Непал,Бутан,Мьянма,0
15026,Какая из этих социальных сетей появилась раньше других?,ВКонтакте,Твиттер,Одноклассники,1
15027,Сколько раз был женат Аль Пачино,1,2,0,2
15029,"Как называется продолжение книги «Трое в лодке, не считая собаки»?",Трое на велосипедах,Трое на поезде,Трое на машине,0
15030,Символ какой страны цветы франжипани?,Малайзия,Таиланд,Вьетнам,1
15036,Какой император России издал указ повесить крысу?,Петр lll,Павел l,Петр II,0
15038,когда взорвалась ЧАЭС им.Ленина？,1986,2001,1976,0
15040,Какой фрукт является символом распрей?,Яблоко,Апельсин,Помело,0
15041,Памятник кому установлен на главной площади города Новосибирска?,Ленин,Николай II,Петр I,0
15044,Где была первая победа Наполеона Бонапарте?,Бородино,Аустерлиц,Тулон,2
15045,Кто построил первый дирижабль?,Исаак  Ньютон,Фердинанд фон Цеппелин,Тихомиров Владимир,1
15046,Как называется верхняя палата парламента РФ?,Правительство,Совет федерации,Государственная дума,1
15047,Какой химический элемент назван в честь злого подземного гнома?,Бериллий,Кобальт,Теллур,1
15048,У какого вертолета самая большая грузоподьемность в мире?,Вертолет Ми-6,Вертолет Ми-12,Вертолет Ми-26,1
15050,Чему равно ускорение при равномерном прямолинейном движении?,0,"9,8","3,14",0
15051,Кто 17 мая 1985 года ввел сухой закон в СССР?,Андропов,Брежнев,Горбачёв,2
15054,В каком году была изобретена зубная щётка?,1498,1876,1245,0
15060,Кто стал победителем шоу America's Got talent в 2017,Mat Franco,Grace Vanderwaal,Calum Scott,1
15065,В какой из стран Ближнего Востока расположен древний город Петра?,В Иордании,В Израиле,В Сирии,0
15068,Кто придумал майнкрафт ?,Маркус Перссон,Кэтрин Хэттингер,Дин Кеймен,0
15069,Как называется ассоциация восьми старейших университетов в америке?,Лига розы,Лига кактуса,"Лига плюща (Ivy League) – ассоциация восьми старейших университетов Америки: Гарварда (Harvard), Принстона (Princeton), Йеля (Yale), Брауна (Brown), Колумбии (Columbia), Корнелла (Cornell), Дартмута (Dartmouth) и Пенсильвании (Pennsylvania).",2
15070,Как называется первый альбом Ольги Бузовой?,Мало половин,Привыкаю,Под звуки поцелуев,2
15072,Кто из этих людей рассчитал свою дату смерти?,Муавр,Диоген,Колумб,0
15073,Какой из этих гвардейских полков был создан Петром I?,Семеновский,Кавалергвардия,Конный,0
15074,Какой позиции ног нет в классической хореографии?,4,6,12,2
15076,В каком произведении не было кошки?,Бременские музыканты,Теремок,Кот в сапогах,1
15077,Какое озеро является самым глубоким в мире?,Уньджау,Байкал,Танганьика,1
15078,Как называют человека который не ест мясо?,Не человек,Вегетарианец,Веган,1
15080,Какое устройство преобразует звуковые колебания в электрические сигналы?,Усилитель,Микрофон,Динамик,1
15081,Антибиотики губительны для,Вирусов,Бактерий,Всех микроорганизмов,1
15083,Какое животное в Индии является священным?,Корова,Крыса,Кошка,0
15084,"Загадка. Входишь в одну дверь,а выходишь из трёх, думаешь что вошёл, а на самом деле вышел",Шорты,Перчатка без пальцев,Рубашка,2
15085,Какая страна является наименьшей по площади в Европе?,Андорра,Ватикан,Сан-Марино,1
15088,Какой орган контролирует исполнение уголовных наказаний и следит за поведением осужденных к наказанию без изоляции от общества?,ФСИН,ФССП,ФСКН,0
15089,Кто написал книгу «Незнайка»,Джанни Родари,Николай Носов,А.С.Пушкин,1
15090,Сколько звездочек на погонах у генерал-лейтенанта?,Одна,Две,Три,1
15091,Какой город являлся столицей России в 1917 году?,Санкт-Петербург,Москва,Владимир,0
15094,Какое из перечисленных государств НЕ учавствовало в столетней войне,Шотландия,Австрия,Франция,1
15095,Примерно за сколько суток Луна совершает полный оборот вокруг Земли?,27 суток,12 суток,20 суток,0
15099,Кто в известной картине Василия Перова остановился на привале?,Солдаты,Охотники,Туристы,1
15101,При какой температуре показания термометров по шкале Цельсия и по шкале Фаренгейта будут одинаковы?,- 40 градусов,40 градусов,0 градусов,0
15102,Самый ярчайший объект во вселенной,Сверхновая,Квазар,Чёрная дыра,1
15103,При какой температуре показания термометров по шкале Цельсия и шкале Фаренгейта одинаковы?,100 градусов,40 градусов,0 градусов,1
15106,Что из этого НЕ является одним из 7 Чудес света ?,Сфинкс Египетский,Мавзолей в Галикарнасе,Колосс Родосский,0
15108,Какое животное считается самым долгоживущим?,Морской окунь,Гренландский кит,Сухопутная черепаха,0
15109,Самая крупная российская компания по числу рабочих мест,Магнит,Газпром,МТС,0
15111,Какая компания выпустила игру Sonic the  hedgehog ?,Dendy,Nintendo,SEGA,2
15112,Что появилось раньше : яйцо или курица,Курица,Одновременно,Яйцо,2
15114,Какой из  этих химических элементов является благородным газом?,Сурьма,Ванадий,Неон,2
15117,Где спортсмены тренируются на лошадях,Деник,Канюшня,Манеж,2
15119,"По распоряжению какого царя, был построен  Арсенал Московского Кремля ?",Николай 2,Петр 1,александр 3,1
15120,"На вершине какой горы расположена сорокаметровая статуя Христа, являющаяся символом Рио-де Жанейро?",Уаскаран,Корковадо,Тунунгато,1
15122,"Как называется процесс, когда полицейские приходят на работу?",Развод,Заступление,Построение,0
15123,В каком возрасте ребёнок может сказать мама?,3 мес,4 мес,2 мес,0
15125,Лопатень - это птица эндемик какой страны?,Аргентины,России,Австралии,1
15126,Кто из поэтов не получил Нобелевскую премию?,Бунин,Бродский,Блок,2
15127,Кем был младший из братьев Барбаросса?,морским пиратом,Османским адмиралом,лекарем,1
15128,Сколько дочерей было у Николая II?,Пять,Три,Четыре,2
15130,Как называется самое известное оружие Тора?,Мьёльнир,Локи,Тессеракт,0
15131,Как называется футбольный стадион клуба Ливерпуль,Энфилд,Этихад,Эмирейтс,0
15132,Отличается ли букварь от азбуки,Одно и тоже,Да,Нет,1
15134,За кем была замужем Надежда Крупская?,Юрий Гагарин,Казимир Малевич,Владимир Ульянов,2
15135,Кто в телеигре что где когда? Стал обладателем хрустальной совы в 2008 году,Александр Друзь,Борис Бурда,Андрей Козлов,1
15136,Кто является нынешним президентом Армении?,Серж Саркисян,Армен Саркисян,Карен Карапетян,1
15137,В каком году родители Валерии Новодворской переехали из Варшавы в Советскую Россию?,1918,1950,1967,0
15141,Какая видеоигра была лучшей на выставке E3 в 2012 году?,Fallout 3,Titanfall,The Last of Us,2
15142,Какое из этих животных является сумчатым?,Вомбат,Рассомаха,Выхухоль,0
15143,Какой реки не существует?,Каст,Сить,Кидаш,0
15145,С какого класса начинают учить химию?,10,7,8,2
15147,Какое из следующих исторических событий произошло раньше других?,Битва при Азенкуре,Восстание Уота Тайлера,Битва при Мохаче,1
15148,Как назывался первый прототип интернет сети?,ARCNET,SKYNET,ARPANET,2
15152,Кто не является птицей?,Филин,Летучая мышь,Пенгвин,1
15153,Самое высокое здание в мире,Эйфелева башня,Шанхайская башня,Бурдж-Халифа,2
15154,Кольцо какого цвета отсутствует на эмблеме олимпийских игр?,Синее,Красное,Оранжевое,2
15156,"Мини альбом какой азиатской группы достиг 7 места в американском альбомном чарте Billboard 200?\n\nPS полезная информация\nВ 2017 году BTS стали одной из ведущих корейских групп на мировой музыкальной арене: они одержали победу в номинации «Лучший артист социальных сетей» на Billboard Music Awards, их мини-альбом Love Yourself: Her достиг 7 места в американском альбомном чарте Billboard 200, что стало наивысшим результатом среди всех корейских артистов, когда-либо попадавших в этот чарт\nЭтот альбом позволил группе выиграть номинацию «Артист Года» на престижной музыкальной премии Mnet Asian Music Awards\n( мини-альбомом Love Yourself: Her, побил рекорд по продажам, выпущен в сентябре 2017 года)",BTS,BIGBANG,EXO,0
15158,Сколько материков на Земле?,6,5,7,0
15160,Какое из произведений не было написано Шекспиром?,Гамлет,Декабристы,Двенадцатая ночь,1
15163,Какой город самый южный в мире?,Кейптаун,Ушуая,Веллингтон,1
15164,Какая сборная выиграла чемпионат мира по футболу 2006 года?,Испания,Бразилия,Германия,1
15165,Как называются 2 спутника планеты Марс?,Фобос и Деймос,Ганимед и Каллисто,Калеос и Мимас,0
15167,Сколько планет в солнечной системе,11,8,10,1
15169,Как звали лошадь графа Ростова в сцене охоты,Уварка,Милка,Виорлянка,2
15170,Где официально зародилось спортивное ориентирование?,Финляндия,Швеция,Норвегия,1
15171,Какая часть айсберга видна над водой?,1/2,1/9,1/5,1
15172,Сколько музыкантов в квинтете?,пять,два,три,0
15174,Какая голливудская актриса приложила руку к созданию технологии Wi-Fi?,Хеди Ламарр,Ава Гарднер,Люсиль Болл,0
15176,Какой полуостров существует?,Чихуахуа,Хаски,Лабрадор,2
15177,"Как называют людей, которые обижают животных?",Канибалы,Зоозащитники,Живодеры,2
15178,Я хочу блять выйграть,Кккк,Ё54е,Ммм,1
15179,Чем дельфины привлекают самку надев это на голову в виде шляпы?,Мертвый скат,Морская звезда,Глубоководная губка,2
15183,Зимой и летом одним цветом,Дуб,Жигули,Ёлка,2
15185,"Как называют человека, который варит кофе?",Кофевар,Бариста,Коферист,1
15188,Закончите известную фразу: Моя хата с краю...,Ничего не замечаю,Ничего не знаю,Не хотите чаю?,1
15189,Какое из этих чисел является простым?,135,56,47,2
15190,Какое полное земное имя носит герой комиксов Супермен?,Клинт Вильям Кент,Кларк Вилл Кент,Кларк Джозеф Кент,2
15192,Кто не сидел на золотом крыльце？,сапожник,портниха,царь,1
15201,"Как называется горячее вино, прокипяченное с орехами и пряностями?",Портвейн,Глинтвейн,Бренди,1
15202,Из чего состоит горб у верблюда?,из воды,из жира,из слюны,1
15203,"Какая форма правления действует в России, согласно конституции РФ?",Парламентская республика,Президенсткая республика,Смешанная республика,2
15204,У какого насекомого находится ухо на ноге?,бабочка,кузнечик,пчела,1
15205,Какая бомба была сброшена на японский город  Нагасаки?,Малыш,Толстяк,Кроха,1
15206,"Как звали русского физика, электротехника, изобретателя радио?",Александр Александрович Попов,Александр Иванович Попов,Александр Степанович Попов,2
15207,В каком банке есть кредитный доктор для исправления кредитной историй,Банк втб,Совкомбанк,Сбербанк,1
15209,"Как называется ажурное вырезание из бумаги, бересты, ткани, кожи, даже дерева?",Оригами,Вытынанка,Аппликация,1
15210,Сколько длилась Семилетняя война? (18 век),8,5,7,2
15211,"Как называются тела, сорбирующие вещества В ОБЪЁМЕ ?",Адсорбент,Абсорбент,Адсорбат,1
15212,Что добавляют в рельсоваю сталь,Кислород,Угливодород,Калий,1
15213,Как называется дорога на которой ездят поезда.,Железная дорога,Деревянная дорога,Асвальтовая дорога,0
15218,Чем прославился немецкий город Кёльн?,Кёльнской водой,Кёльнским сыром,Книгами со сказками,0
15219,Этот велогонщик имеет наибольшее количество побед в генеральных классификациях в гранд-турах:,Жак Анкетиль,Эдди Меркс,Лэнс Армстронг,1
15221,Какой криптовалюты не существует?,Монеро,Эфириум,Голдекс,2
15224,В каком году впервые был приготовлен Киевский торт?,1958,1956,1966,1
15225,Назовите столицу Швейцарии,Стокгольм,Цюрих,Берн,2
15226,"Каким по счету президентом Республики Казахстан, является Нурсултан Абишевич Назарбаев?",Первый,Второй,Пятый,0
15229,В честь кого назван гранёный стакан с ободком вверху?,Сталина,Молотова,Маленкова,2
15230,Вершина с наибольшей на Земле относительной высотой?,Джомолунгма,Мауна-Кеа,Олимп,1
15232,Какая страна выиграла первый чемпионат мира по футболу ?,Аргентина,Португалия,Уругвай,2
15233,Какая фамилия у Сталина,Джугашвили,Ниношвили,Георгадзе,0
15238,Кто был первым правителем из династии Романовых?,Алексей Михайлович Романов,Михаил Федорович Романов,Фёдор Алексеевич Романов,1
15241,13 мая 1943 года произошло это событие:,Атака на Перл-Харбор,Освобождение Кенинсберга,Капитуляция итало-немецких войск в Африке,2
15242,В каком году образовалось СССР?,1917,1925,1922,2
15245,Как зовут сестру Дяди Фёдора в новых сериях мультфильма «Простоквашино»?,Вера Фёдоровна,Вера Дмитриевна,Вера Павловна,2
15246,Какое из этих животных НЕ занесено в красную книгу России?,Снежный барс,Горный волк,Пингвин,2
15249,Как зовут отца Путина?,Владимер,Саша,Путин,0
15250,Сколько элементов в таблице миндилеева,124,118,92,1
15251,Имя какого французского актёра носит песня группы «Nautilus Pompilius»?,Жан Габен,Пьер Ришар,Ален Делон,2
15252,Кто из философов в своих работах опирался на трансцендентальную философию?,Ницше,Гегель,Шопенгауэр,2
15253,Как дословно переводится название страны Нидерланды?,Низкие земли,Холодная земля,Страна тюльпанов,0
15254,Когда США купила Аляску у России,1867,1857,1877,0
15257,Глубина Марианской впадины,9 563 метров,10 994 метра,8 895 метров,1
15258,В каком году был построен белокаменный собор Успения Пресвятой Богородицы.,В 1275 году,В 1326 году,В 1329 году,1
15259,"анимационный сериал, созданный в США по заказу детского телевизионного канала Nickelodeon.",Клуб Винкс,Свинка Пеппа,Котопес,2
15262,Чему равна скорость света?,300 000 см/с,300 000 км/с,300 000 м/с,1
15263,Какой меч был проклят римской католической  церковью в конце 15 и в начале 16 веков?,Цвайхендер,Фламберг,Фальшион,1
15264,Что согласно традиционному прозвищу является у пермяков солёным?,Картошка,Уши,Слезы,1
15265,характеристика эффективности системы в отношении преобразования или передачи энергии.,КПП,КПД,ГПД,1
15268,Что из перечисленного не является синонимом чайного гриба?,Медузомицет,Дрожжевик,Морской квас,1
15270,Третья планета от Солнца.,Луна ( луна вообще не планета)),Меркурий(она первая от Солнца),Земля,2
15271,Какая глава в библии самая длинная,Исход 38,Евангелие от Матфея 27,Псалом 118,2
15273,Кто изображён на Гербе РФ?,Двухглавая Птица,Двухглавый Орёл,Двухглавый Сокол,1
15274,Какому устройству для полной работы нужно 101 клавиша?,Панель управления звукозаписи,Клавиатура,Орган,1
15278,Какой древнегреческий философ жил в бочке?,Эпикур,Диоген,Сократ,1
15279,Какой сорт винограда есть в регионе Риберто дель Дуеро в Испании,Тинто Фино,Макабео,Паломино Фино,0
15280,Как пишется формула серной кислоты?,H2SO4,H2SO3,H2CO3,0
15281,Героем какой революции был Джеймс Боуи?,Октябрьской,Английской буржуазной,Техасской,2
15286,В каком году был выпущен первый сотовый телефон?,1988,1973,1990,1
15287,Кто играл роль терминатора в фильме «Терминатор»,Арнольд Шварценеггер,Брюс Ли,Жан-Клод Ван Дамм,0
15291,Сколько игроков в волейболе должно находится на поле?,6,8,11,0
15292,Какая страна НЕ входит с состав флагманских сортов винограда Нового Света?,Бразилия,США,Аргентина,0
15293,Какой напиток назвали в честь города?,Есинтуки,Хан-куль,Боржоми,0
15295,"Как называется горячее вино, прокипяченное с орехами и пряностями?",Глинтвейн,Гадость,Портвейн,0
15296,Сколько месяцев слониха вынашивает своего детеныша?,5 месяцев,9 месяцев,18 месяцев,2
15298,Какой из предложенных языков программирования чаще всего используется при создании сайтов?,C#,Pascal,PHP,2
15299,Сколько звезд на погонах у капитана полиции?,1 большая звезда,3  маленьких звезды,4 маленьких звезды,2
15300,Сколько глаз у пчелы?,8,2,5,2
15301,Какой из перечисленных богов не входит в тримурти.,Вишну,Шива,Будда,2
15302,Кто из знаменитостей не был в гостях в Вечернем Ургане?,Том Холланд,София Ротару,Шарль Азнавур,1
15303,"В чём по версии большевиков был Керенский (председатель Временного правительства),бежав при штурме Зимнего дворца",Мокасины,Платье,Ничего,1
15307,Какой из этих островов необитаем?,Шикотан,Юкатан,Онекотан,2
15309,Назовите родину шнурков для обуви,Италия,Англия,Греция,1
15310,Как называют русского потешника?,Петрушка,Базилик,Укроп,0
15312,Как абнавить игру и чтоб не тармазила игра,2,1,3,2
15313,Какой из монархов произнёс фразу : «Париж стоит мессы»,Наполеон I,Генрих Наваррский,Людовик XIV,1
15315,"Стоит бутылка,а в бутылке дырка.\nДля чего предназначен этот предмет?",Кормушка для птиц,Розыгрыш соседа,Водопровод,0
15316,Распад СССР\n11 мар. 1990 г. – 25 дек. 1991 г.\n5 октября 1992г.- 15 января 1993г.\n17 апреля 1991г. -7июля 1992г.,5 октября 1992г.- 15 января 1993г.,17 апреля 1991г. -7июля 1992г.,11 мар. 1990 г. – 25 дек. 1991 г.,2
15317,Кто является единственным трехкратным обладателем премии Оскар за лучшую мужскую роль?,Дэниэл Дэй-Льюис,Джек Николсон,Хамфри Богарт,0
15319,Как называется напиток из бобовых семян?,Какао,Матча,Кофе,0
15322,Кто появился раньше яйцо или курица?,Курица произошла от динозавров,Курица,Яйцо,1
15324,В каком году был основан город Санкт-Петербург?,1628,1708,1703,2
15326,Сколько золотых мячей на данный момент у Криштиану Роналду?,0,5,7,1
15327,Сколько часов в сутки спят ленивцы?,18,17,16,0
15328,Какая страна не граничит с Тайландом?,Вьетнам,Камбоджа,Лаос,0
15330,Какая культура семейства Капустные является ядовитой?,Желтофиоль,Левкой,Турнепс,0
15332,В каком году прекратила работать Куйбышевская радио станция ?,2010,1998,2012,0
15333,У каких змей есть жёлтые очки?,Кобры,Полозы,Ужи,0
15338,Какое из этих слов НЕ заимствованное?,Кускус,Кишмиш,Лавсан,2
15340,В каком году началась Вторая Мировая война?,1939,1942,1941,0
